377M-1039T-378M,Metro,"Mon, 27th Jun 1983",In-Service,Modified Horn Installed (Single Tone)
379M-1040T-380M,Metro,"Mon, 27th Jun 1983",In-Service,Modified Horn Installed (Single Tone)
381M-1041T-382M,Metro,"Mon, 8th Aug 1983",In-Service,Modified Horn Installed (Single Tone)
385M-1043T-386M,Metro,"Mon, 8th Aug 1983",Scrapped,At the McConnell Dowell Rail Plant
389M-1063T-426M,Metro,"Fri, 20th Apr 1984",In-Service,Modified Horn Installed (Single Tone)
391M-1047T-392M,Metro,"Mon, 29th Aug 1983",In-Service,Modified Horn Installed (Single Tone)
393M-1048T-394M,Metro,"Mon, 12th Sep 1983",Scrapped,At North Bendigo
395M-1046T-396M,Metro,"Mon, 3rd Oct 1983",Scrapped,At the McConnell Dowell Rail Plant
397M-1049T-398M,Metro,"Mon, 17th Oct 1983",In-Service,Modified Horn Installed (Single Tone)
401M-1051T-402M,Metro,"Tue, 20th Dec 1983",In-Service,Modified Horn Installed (Single Tone)
403M-1018T-404M,Metro,"Tue, 20th Dec 1983",Scrapped,At the McConnell Dowell Rail Plant
405M-1053T-406M,Metro,"Mon, 6th Feb 1984",In-Service,Modified Horn Installed (Single Tone)
407M-1054T-408M,Metro,"Mon, 6th Feb 1984",Scrapped,At Newport Workshops
409M-1055T-410M,Metro,"Sat, 18th Feb 1984",Scrapped,At the McConnell Dowell Rail Plant
411M-1056T-412M,Metro,"Sat, 18th Feb 1984",Scrapped,At the McConnell Dowell Rail Plant
413M-1057T-414M,Metro,"Tue, 16th Oct 1984",Scrapped,At North Bendigo
415M-1058T-416M,Metro,"Tue, 16th Oct 1984",Scrapped,At the McConnell Dowell Rail Plant
417M-1059T-418M,Metro,"Sat, 3rd Mar 1984",In-Service,Modified Horn Installed (Single Tone)
419M-1060T-420M,Metro,"Sat, 3rd Mar 1984",Scrapped,At the McConnell Dowell Rail Plant
421M-1061T-422M,Metro,"Sat, 9th Apr 1983",In-Service,Modified Horn Installed (Single Tone)
423M-1062T-424M,Metro,"Sat, 9th Apr 1983",In-Service,Modified Horn Installed (Single Tone)
427M-1052T-487M,Metro,"Thu, 13th Jun 1985",Scrapped,At the McConnell Dowell Rail Plant
428M-1064T-483M,Metro,"Wed, 1st May 1985",Scrapped,At the McConnell Dowell Rail Plant
429M-1065T-430M,Metro,"Sat, 12th May 1984",In-Service,Modified Horn Installed (Single Tone)
431M-1066T-432M,Metro,"Sat, 12th May 1984",In-Service,Modified Horn Installed (Single Tone)
433M-1067T-434M,Metro,"Wed, 26th Sep 1984",In-Service,Modified Horn Installed (Single Tone)
435M-1068T-436M,Metro,"Wed, 26th Sep 1984",In-Service,Modified Horn Installed (Single Tone)
439M-1070T-440M,Metro,"Tue, 26th Jun 1984",Scrapped,At North Bendigo
441M-1071T-442M,Metro,"Tue, 26th Jun 1984",In-Service,Modified Horn Installed (Single Tone)
443M-1072T-444M,Metro,"Tue, 26th Jun 1984",In-Service,Modified Horn Installed (Single Tone)
445M-1073T-446M,Metro,"Wed, 27th Jun 1984",Scrapped,At North Bendigo
447M-1074T-448M,Metro,"Wed, 27th Jun 1984",In-Service,Modified Horn Installed (Single Tone)
449M-1075T-450M,Metro,"Sun, 1st Jul 1984",Scrapped,At Newport Workshops
451M-1076T-452M,Metro,"Sun, 1st Jul 1984",Scrapped,At the McConnell Dowell Rail Plant
453M-1077T-454M,Metro,"Fri, 27th Jul 1984",Scrapped,At the McConnell Dowell Rail Plant
455M-1078T-456M,Metro,"Fri, 27th Jul 1984",In-Service,Modified Horn Installed (Single Tone)
457M-1079T-458M,Metro,"Fri, 17th Aug 1984",In-Service,Modified Horn Installed (Single Tone)
459M-1080T-460M,Metro,"Fri, 17th Aug 1984",Scrapped,At North Bendigo
461M-1081T-462M,Metro,"Wed, 24th Oct 1984",Scrapped,At Newport Workshops
465M-1083T-466M,Metro,"Wed, 9th Jan 1985",Scrapped,At the McConnell Dowell Rail Plant
467M-1084T-468M,Metro,"Wed, 9th Jan 1985",Scrapped,At North Bendigo
471M-1086T-472M,Metro,"Fri, 15th Mar 1985",In-Service,Modified Horn Installed (Single Tone)
473M-1087T-474M,Metro,"Fri, 24th May 1985",Scrapped,At North Bendigo
475M-1088T-476M,Metro,"Wed, 29th May 1985",Scrapped,At Newport Workshops
477M-1089T-478M,Metro,"Thu, 10th Jan 1985",In-Service,Modified Horn Installed (Single Tone)
479M-1090T-480M,Metro,"Thu, 10th Jan 1985",Scrapped,At Newport Workshops
481M-1091T-482M,Metro,"Sat, 20th Apr 1985",In-Service,Modified Horn Installed (Single Tone)
485M-1093T-486M,Metro,"Tue, 28th May 1985",In-Service,Modified Horn Installed (Single Tone)
489M-1105T-510M,Metro,"Wed, 13th Aug 1986",Scrapped,At North Bendigo
490M-1095T-509M,Metro,"Wed, 13th Aug 1986",Scrapped,At Newport Workshops
491M-1096T-492M,Metro,"Tue, 8th Oct 1985",Scrapped,At the McConnell Dowell Rail Plant
493M-1097T-494M,Metro,"Fri, 6th Dec 1985",Scrapped,At North Bendigo
495M-1098T-496M,Metro,"Thu, 12th Dec 1985",In-Service,Modified Horn Installed (Single Tone)
497M-1099T-498M,Metro,"Sun, 2nd Feb 1986",Scrapped,At the McConnell Dowell Rail Plant
499M-1100T-534M,Metro,"Fri, 26th Jun 1987",In-Service,Modified Horn Installed (Single Tone)
501M-1101T-502M,Metro,"Sun, 18th May 1986",In-Service,Modified Horn Installed (Single Tone)
503M-1102T-504M,Metro,"Wed, 30th Apr 1986",Scrapped,At Newport Workshops
505M-1103T-506M,Metro,"Sun, 22nd Jun 1986",In-Service,Modified Horn Installed (Single Tone)
507M-1104T-508M,Metro,"Sun, 22nd Jun 1986",In-Service,Modified Horn Installed (Single Tone)
511M-1106T-512M,Metro,"Tue, 19th Aug 1986",In-Service,Modified Horn Installed (Single Tone)
513M-1008T-514M,Metro,"Fri, 19th Sep 1986",In-Service,Modified Horn Installed (Single Tone)
515M-1108T-516M,Metro,"Fri, 3rd Oct 1986",Scrapped,At North Bendigo
517M-1117T-529M,Metro,"Wed, 13th May 1987",Scrapped,At North Bendigo
518M-1126T-551M,Metro,"Fri, 17th Feb 1989",In-Service,Modified Horn Installed (Single Tone)
519M-1110T-520M,Metro,"Thu, 18th Dec 1986",In-Service,Modified Horn Installed (Single Tone)
521M-1111T-522M,Metro,"Wed, 11th Feb 1987",In-Service,Modified Horn Installed (Single Tone)
523M-1112T-524M,Metro,"Fri, 27th Feb 1987",Scrapped,At the McConnell Dowell Rail Plant
525M-1113T-526M,Metro,"Fri, 27th Mar 1987",In-Service,Modified Horn Installed (Single Tone)
527M-1114T-528M,Metro,"Tue, 31st Mar 1987",Scrapped,At Newport Workshops
530M-1115T-552M,Metro,"Fri, 17th Feb 1989",In-Service,Modified Horn Installed (Single Tone)
531M-1116T-532M,Metro,"Fri, 22nd May 1987",In-Service,Modified Horn Installed (Single Tone)
535M-1118T-536M,Metro,"Thu, 30th Jul 1987",In-Service,Modified Horn Installed (Single Tone)
537M-1119T-538M,Metro,"Thu, 29th Oct 1987",Scrapped,At North Bendigo
539M-1120T-540M,Metro,"Fri, 30th Oct 1987",Scrapped,At Newport Workshops
541M-1121T-542M,Metro,"Fri, 4th Dec 1987",In-Service,Modified Horn Installed (Single Tone)
543M-1122T-544M,Metro,"Tue, 22nd Dec 1987",In-Service,Modified Horn Installed (Single Tone)
545M-1123T-546M,Metro,"Mon, 22nd Aug 1988",In-Service,Modified Horn Installed (Single Tone)
547M-1124T-548M,Metro,"Fri, 16th Dec 1988",In-Service,Modified Horn Installed (Single Tone)
549M-1125T-550M,Metro,"Tue, 20th Dec 1988",In-Service,Modified Horn Installed (Single Tone)
553M-1127T-554M,Metro,"Tue, 7th Mar 1989",Scrapped,At the McConnell Dowell Rail Plant
561M-1131T-565M,Metro,"Fri, 23rd Nov 1984",In-Service,Modified Horn Installed (Single Tone)
562M-1133T-566M,Metro,"Fri, 23rd Nov 1984",In-Service,Modified Horn Installed (Single Tone)
563M-1132T-564M,Metro,"Fri, 23rd Nov 1984",In-Service,Modified Horn Installed (Single Tone)
567M-1134T-568M,Metro,"Thu, 20th Dec 1984",In-Service,Modified Horn Installed (Single Tone)
569M-1156T-612M,Metro,"Fri, 4th Apr 1986",In-Service,Modified Horn Installed (Single Tone)
570M-1135T-661M,Metro,"Thu, 17th Nov 1988",In-Service,Modified Horn Installed (Single Tone)
571M-1136T-572M,Metro,"Fri, 15th Mar 1985",In-Service,Modified Horn Installed (Single Tone)
573M-1137T-574M,Metro,"Fri, 15th Mar 1985",In-Service,Modified Horn Installed (Single Tone)
575M-1138T-576M,Metro,"Tue, 26th Mar 1985",In-Service,Modified Horn Installed (Single Tone)
577M-1139T-578M,Metro,"Wed, 10th Apr 1985",In-Service,Modified Horn Installed (Single Tone)
579M-1140T-580M,Metro,"Fri, 24th May 1985",In-Service,Modified Horn Installed (Single Tone)
581M-1141T-584M,Metro,"Wed, 28th Aug 1985",In-Service,Modified Horn Installed (Single Tone)
582M-1145T-651M,Metro,"Fri, 13th Nov 1987",In-Service,Modified Horn Installed (Single Tone)
583M-1022T-589M,Metro,"Tue, 3rd Sep 1985",Scrapped,At Newport Workshops
585M-1143T-586M,Metro,"Sun, 8th Sep 1985",In-Service,Modified Horn Installed (Single Tone)
587M-1144T-588M,Metro,"Sat, 20th Jul 1985",In-Service,Modified Horn Installed (Single Tone)
590M-1174T-647M,Metro,"Thu, 10th Sep 1987",In-Service,Modified Horn Installed (Single Tone)
591M-1146T-592M,Metro,"Sat, 20th Jul 1985",In-Service,Modified Horn Installed (Single Tone)
593M-1147T-594M,Metro,"Tue, 3rd Sep 1985",In-Service,Modified Horn Installed (Single Tone)
595M-1148T-596M,Metro,"Fri, 30th Aug 1985",In-Service,Modified Horn Installed (Single Tone)
597M-1149T-598M,Metro,"Fri, 30th Aug 1985",In-Service,Modified Horn Installed (Single Tone)
599M-1150T-600M,Metro,"Sun, 27th Oct 1985",In-Service,Modified Horn Installed (Single Tone)
601M-1151T-602M,Metro,"Sun, 27th Oct 1985",In-Service,EED Trial-Modified Horn Installed (Single Tone)
603M-1152T-604M,Metro,"Tue, 19th Nov 1985",In-Service,EED Trial-Modified Horn Installed (Single Tone)
605M-1153T-606M,Metro,"Fri, 13th Dec 1985",In-Service,Modified Horn Installed (Single Tone)
607M-1154T-608M,Metro,"Thu, 16th Jan 1986",In-Service,Modified Horn Installed (Single Tone)
609M-1155T-610M,Metro,"Sat, 8th Mar 1986",In-Service,Modified Horn Installed (Single Tone)
611M-1181T-662M,Metro,"Thu, 17th Nov 1988",In-Service,Modified Horn Installed (Single Tone)
613M-1157T-614M,Metro,"Sun, 18th May 1986",In-Service,Modified Horn Installed (Single Tone)
615M-1158T-616M,Metro,"Fri, 23rd May 1986",In-Service,Modified Horn Installed (Single Tone)
617M-1159T-618M,Metro,"Fri, 27th Jun 1986",In-Service,Modified Horn Installed (Single Tone)
619M-1160T-620M,Metro,"Thu, 10th Jul 1986",In-Service,Modified Horn Installed (Single Tone)
621M-1161T-622M,Metro,"Tue, 26th Aug 1986",In-Service,Modified Horn Installed (Single Tone)
623M-1162T-624M,Metro,"Wed, 24th Sep 1986",In-Service,Modified Horn Installed (Single Tone)
625M-1163T-626M,Metro,"Fri, 24th Oct 1986",In-Service,Modified Horn Installed (Single Tone)
627M-1164T-648M,Metro,"Thu, 10th Sep 1987",In-Service,Modified Horn Installed (Single Tone)
628M-1176T-652M,Metro,"Fri, 13th Nov 1987",In-Service,Modified Horn Installed (Single Tone)
629M-1142T-630M,Metro,"Wed, 7th Jan 1987",In-Service,Modified Horn Installed (Single Tone)
631M-1166T-632M,Metro,"Mon, 23rd Nov 1987",In-Service,Modified Horn Installed (Single Tone)
633M-1167T-634M,Metro,"Tue, 24th Mar 1987",In-Service,Modified Horn Installed (Single Tone)
635M-1168T-636M,Metro,"Fri, 27th Mar 1987",In-Service,EED Trial-Modified Horn Installed (Single Tone)
637M-1169T-638M,Metro,"Wed, 15th Apr 1987",In-Service,Modified Horn Installed (Single Tone)
639M-1170T-640M,Metro,"Tue, 28th Apr 1987",In-Service,Modified Horn Installed (Single Tone)
641M-1187T-674M,Metro,"Wed, 14th Jun 1989",In-Service,Modified Horn Installed (Single Tone)
642M-1171T-673M,Metro,"Wed, 14th Jun 1989",In-Service,Modified Horn Installed (Single Tone)
643M-1172T-644M,Metro,"Wed, 24th Jun 1987",In-Service,Modified Horn Installed (Single Tone)
645M-1173T-646M,Metro,"Wed, 12th Aug 1987",In-Service,Modified Horn Installed (Single Tone)
649M-1175T-650M,Metro,"Fri, 6th Nov 1987",In-Service,Modified Horn Installed (Single Tone)
653M-1177T-654M,Metro,"Fri, 22nd Jul 1988",In-Service,Modified Horn Installed (Single Tone)
655M-1178T-656M,Metro,"Fri, 22nd Jul 1988",In-Service,Modified Horn Installed (Single Tone)
657M-1179T-658M,Metro,"Tue, 6th Sep 1988",In-Service,Modified Horn Installed (Single Tone)
659M-1180T-660M,Metro,"Mon, 26th Sep 1988",In-Service,Modified Horn Installed (Single Tone)
663M-1182T-664M,Metro,"Sat, 25th Nov 1989",In-Service,Modified Horn Installed (Single Tone)
665M-1183T-666M,Metro,"Tue, 17th Jan 1989",In-Service,Modified Horn Installed (Single Tone)
667M-1184T-668M,Metro,"Fri, 27th Jan 1989",In-Service,EED Trial-Modified Horn Installed (Single Tone)
669M-1185T-670M,Metro,"Thu, 23rd Mar 1989",In-Service,Modified Horn Installed (Single Tone)
675M-1188T-676M,Metro,"Wed, 14th Jun 1989",In-Service,Modified Horn Installed (Single Tone)
677M-1189T-678M,Metro,"Fri, 23rd Jun 1989",In-Service,Modified Horn Installed (Single Tone)
679M-1190T-680M,Metro,"Thu, 13th Jul 1989",In-Service,Modified Horn Installed (Single Tone)
691M-1196T-692M,Metro,"Fri, 10th Oct 1986",Scrapped,At Newport Workshops
693M-1197T-694M,Metro,"Thu, 24th Nov 1988",Scrapped,At Newport Workshops
695M-1198T-696M,Metro,"Fri, 25th Nov 1988",Scrapped,At Newport Workshops
697M-1199T-698M,Metro,"Mon, 24th Jul 1989",Scrapped,At Newport Workshops
9001-9101-9201-9301-9701-9801-9901,Metro/PTV,"Thu, 25th May 2023",In-Service,HCS Installed-Partly Active
9002-9102-9202-9302-9702-9802-9902,Metro/PTV,"Fri, 23rd Jun 2023",In-Service,HCS Installed-Partly Active
9003-9103-9203-9303-9703-9803-9903,Metro/PTV,"Mon, 1st Nov 2021",In-Service,
9004-9104-9204-9304-9704-9804-9904,Metro/PTV,"Wed, 21st Dec 2022",In-Service,HCS Installed-Active
9005-9105-9205-9305-9705-9805-9905,Metro/PTV,"Wed, 16th Nov 2022",In-Service,HCS Installed-Active
9006-9106-9206-9306-9706-9806-9906,Metro/PTV,"Fri, 9th Sep 2022",In-Service,
9007-9107-9207-9307-9707-9807-9907,Metro/PTV,"Fri, 15th Jul 2022",In-Service,
9008-9108-9208-9308-9708-9808-9908,Metro/PTV,"Wed, 14th Apr 2021",In-Service,HCS Installed-Partly Active
9009-9109-9209-9309-9709-9809-9909,Metro/PTV,"Mon, 5th Apr 2021",Projects,HCS Installed-Active-MTM Tunnel testing
9010-9110-9210-9310-9710-9810-9910,Metro/PTV,"Fri, 22nd Apr 2022",In-Service,
9011-9111-9211-9311-9711-9811-9911,Metro/PTV,"Sun, 27th Dec 2020",Projects,HCS Testing-MTM Tunnel
9012-9112-9212-9312-9712-9812-9912,Metro/PTV,"Fri, 17th Dec 2021",In-Service,HCS Installed-Active
9013-9113-9213-9313-9713-9813-9913,Metro/PTV,"Thu, 23rd Dec 2021",In-Service,
9014-9114-9214-9314-9714-9814-9914,Metro/PTV,,Projects,HCS Testing-MTM Tunnel
9015-9115-9215-9315-9715-9815-9915,Metro/PTV,,In-Service,
9016-9116-9216-9316-9716-9816-9916,Metro/PTV,"Fri, 18th Mar 2022",In-Service,
9017-9117-9217-9317-9717-9817-9917,Metro/PTV,,Projects,HCS Testing
9018-9118-9218-9318-9718-9818-9918,Metro/PTV,,In-Service,HCS Installed-Active (Was HCS Testing)
9019-9119-9219-9319-9719-9819-9919,Metro/PTV,,In-Service,
9020-9120-9220-9320-9720-9820-9920,Metro/PTV,"Fri, 21st May 2021",Projects,HCS Testing
9021-9121-9221-9321-9721-9821-9921,Metro/PTV,"Thu, 27th May 2021",Projects,HCS Testing
9022-9122-9222-9322-9722-9822-9922,Metro/PTV,,In-Service,HCS Installed-Partly Active
9023-9123-9223-9323-9723-9823-9923,Metro/PTV,,In-Service,
9024-9124-9224-9324-9724-9824-9924,Special Aboriginal Artwork,,In-Service,
9025-9125-9225-9325-9725-9825-9925,Metro/PTV,,In-Service,
9026-9126-9226-9326-9726-9826-9926,Metro/PTV,,In-Service,HCS Installed-Active
9027-9127-9227-9327-9727-9827-9927,Metro/PTV,,In-Service,HCS Installed-Partly Active
9028-9128-9228-9328-9728-9828-9928,Metro/PTV,,In-Service,
9029-9129-9229-9329-9729-9829-9929,Metro/PTV,,In-Service,HCS Installed-Partly Active
9030-9130-9230-9330-9730-9830-9930,Metro/PTV,,In-Service,
9031-9131-9231-9331-9731-9831-9931,Metro/PTV,,In-Service,HCS Installed-Active
9032-9132-9232-9332-9732-9832-9932,Metro/PTV,"Wed, 22nd Dec 2021",In-Service,HCS Installed-Active
9033-9133-9233-9333-9733-9833-9933,Metro/PTV,"Thu, 27th Jan 2022",In-Service,HCS Installed-Partly Active
9034-9134-9234-9334-9734-9834-9934,Metro/PTV,"Fri, 18th Feb 2022",In-Service,
9035-9135-9235-9335-9735-9835-9935,Metro/PTV,"Fri, 25th Feb 2022",In-Service,
9036-9136-9236-9336-9736-9836-9936,Metro/PTV,"Fri, 14th Oct 2022",In-Service,HCS Installed-Partly Active
9037-9137-9237-9337-9737-9837-9937,Metro/PTV,"Sat, 30th Apr 2022",In-Service,
9038-9138-9238-9338-9738-9838-9938,Metro/PTV,"Thu, 12th May 2022",In-Service,
9039-9139-9239-9339-9739-9839-9939,Metro/PTV,"Sun, 29th May 2022",In-Service,
9040-9140-9240-9340-9740-9840-9940,Metro/PTV,"Fri, 10th Jun 2022",In-Service,
9041-9141-9241-9341-9741-9841-9941,Metro/PTV,"Fri, 8th Jul 2022",In-Service,
9042-9142-9242-9342-9742-9842-9942,Metro/PTV,"Fri, 29th Jul 2022",In-Service,
9043-9143-9243-9343-9743-9843-9943,Metro/PTV,"Fri, 19th Aug 2022",In-Service,HCS Installed-Active
9044-9144-9244-9344-9744-9844-9944,Metro/PTV,"Fri, 16th Sep 2022",In-Service,
9045-9145-9245-9345-9745-9845-9945,Metro/PTV,"Fri, 21st Oct 2022",In-Service,HCS Installed-Active
9046-9146-9246-9346-9746-9846-9946,Metro/PTV,"Mon, 14th Nov 2022",In-Service,HCS Installed-Partly Active
9047-9147-9247-9347-9747-9847-9947,Metro/PTV,"Tue, 6th Dec 2022",In-Service,HCS Installed-Partly Active
9048-9148-9248-9348-9748-9848-9948,Metro/PTV,"Wed, 23rd Nov 2022",In-Service,
9049-9149-9249-9349-9749-9849-9949,Metro/PTV,"Wed, 14th Dec 2022",In-Service,HCS Installed-Active
9050-9150-9250-9350-9750-9850-9950,Metro/PTV,"Mon, 6th Mar 2023",In-Service,HCS Installed-Partly Active
9051-9151-9251-9351-9751-9851-9951,Metro/PTV,"Tue, 14th Feb 2023",In-Service,HCS Installed-Partly Active
9052-9152-9252-9352-9752-9852-9952,Metro/PTV,"Wed, 8th Mar 2023",In-Service,HCS Installed-Partly Active
9053-9153-9253-9353-9753-9853-9953,Metro/PTV,"Thu, 6th Apr 2023",In-Service,HCS Installed-Partly Active
9054-9154-9254-9354-9754-9854-9954,Metro/PTV,"Thu, 18th May 2023",In-Service,HCS Installed-Partly Active
9055-9155-9255-9355-9755-9855-9955,Metro/PTV,"Tue, 6th Jun 2023",In-Service,HCS Installed-Partly Active
9056-9156-9256-9356-9756-9856-9956,Metro/PTV,"Fri, 14th Jul 2023",In-Service,HCS Installed-Partly Active
9057-9157-9257-9357-9757-9857-9957,Metro/PTV,"Wed, 19th Jul 2023",In-Service,HCS Installed-Partly Active
9058-9158-9258-9358-9758-9858-9958,Metro/PTV,"Thu, 27th Jul 2023",In-Service,HCS Installed-Active
9059-9159-9259-9359-9759-9859-9959,Metro/PTV,"Fri, 25th Aug 2023",In-Service,HCS Installed-Active
9060-9160-9260-9360-9760-9860-9960,Metro/PTV,"Thu, 31st Aug 2023",In-Service,HCS Installed-Active
9061-9161-9261-9361-9761-9861-9961,Metro/PTV,"Mon, 11th Sep 2023",In-Service,HCS Installed-Active
9062-9162-9262-9362-9762-9862-9962,Metro/PTV,"Mon, 25th Sep 2023",In-Service,HCS Installed-Active
9063-9163-9263-9363-9763-9863-9963,Metro/PTV,"Thu, 12th Oct 2023",In-Service,HCS Installed-Active
9064-9164-9264-9364-9764-9864-9964,Metro/PTV,"Fri, 10th Nov 2023",In-Service,HCS Installed-Active
9065-9165-9265-9365-9765-9865-9965,Metro/PTV,"Wed, 29th Nov 2023",In-Service,HCS Installed-Active
9066-9166-9266-9366-9766-9866-9966,Metro/PTV,"Fri, 9th Feb 2024",In-Service,HCS Installed-Active-May 2022 Extended Order Placed
9067-9167-9267-9367-9767-9867-9967,Metro/PTV,"Fri, 1st Mar 2024",In-Service,HCS Installed-Active-May 2022 Extended Order Placed
9068-9168-9268-9368-9768-9868-9968,Metro/PTV,,Delivered,May 2022 Extended Order Placed
9069-9169-9269-9369-9769-9869-9969,Metro/PTV,,Delivered,May 2022 Extended Order Placed
9070-9170-9270-9370-9770-9870-9970,Metro/PTV,,Delivered,May 2022 Extended Order Placed
701M-2501T-702M,Metro,"Wed, 4th May 2005",In-Service,2022 PIDS System Upgrade
703M-2502T-704M,PTV/2022,"Sun, 18th Apr 2004",In-Service,2022 PIDS System Upgrade
705M-2503T-706M,PTV/2022,"Wed, 28th Apr 2004",In-Service,2022 PIDS System Upgrade
707M-2504T-708M,PTV/2022,"Thu, 3rd Apr 2003",In-Service,2022 PIDS System Upgrade
709M-2505T-710M,Metro,"Sat, 1st May 2004",In-Service,2022 PIDS System Upgrade
711M-2506T-712M,PTV/2022,"Thu, 15th Jul 2004",In-Service,2022 PIDS System Upgrade
713M-2507T-714M,Metro,"Mon, 29th Dec 2003",In-Service,2022 PIDS System Upgrade
715M-2508T-716M,Metro,"Tue, 9th Dec 2003",In-Service,2022 PIDS System Upgrade
717M-2509T-718M,Metro,"Thu, 24th Jun 2004",In-Service,2022 PIDS System Upgrade
719M-2510T-720M,Metro,"Thu, 4th Sep 2003",In-Service,2022 PIDS System Upgrade
721M-2511T-722M,Metro,"Thu, 3rd Apr 2003",In-Service,2022 PIDS System Upgrade
723M-2512T-724M,Metro,"Sun, 18th Apr 2004",In-Service,2022 PIDS System Upgrade
725M-2513T-726M,Metro,"Thu, 29th Jul 2004",In-Service,2022 PIDS System Upgrade
727M-2514T-728M,Metro,"Fri, 30th Jul 2004",In-Service,2022 PIDS System Upgrade
729M-2515T-730M,Metro,"Thu, 4th Sep 2003",In-Service,2022 PIDS System Upgrade
731M-2516T-732M,Metro,"Fri, 9th Jul 2004",In-Service,2022 PIDS System Upgrade
733M-2517T-734M,Metro,"Wed, 12th Nov 2003",In-Service,2022 PIDS System Upgrade
735M-2518T-736M,Metro,"Sat, 5th Jun 2004",In-Service,2022 PIDS System Upgrade
737M-2519T-738M,Metro,"Wed, 12th Nov 2003",In-Service,2022 PIDS System Upgrade
739M-2520T-740M,Metro,"Fri, 4th Jun 2004",In-Service,2022 PIDS System Upgrade
741M-2521T-742M,PTV/2022,"Tue, 9th Dec 2003",In-Service,2022 PIDS System Upgrade
